protein_id	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_002913803.1	E	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)	dapA	"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008840,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0019752,GO:0019877,GO:0042802,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	4.3.3.7	ko:K01714	"ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230"	"M00016,M00525,M00526,M00527"	R10147	"RC03062,RC03063"	"ko00000,ko00001,ko00002,ko01000"	-	-	"iECP_1309.ECP_2492,iJN746.PP_1237,iYL1228.KPN_02812"	DHDPS
WP_002913804.1	E	glycine cleavage system	gcvR	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576"	-	ko:K03567	"ko02026,map02026"	-	-	-	"ko00000,ko00001,ko03000"	-	-	-	"ACT,ACT_6"
WP_002913805.1	O	PFAM alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen	bcp	"GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008379,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016667,GO:0016671,GO:0016684,GO:0032843,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0051920,GO:0055114,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748"	1.11.1.15	ko:K03564	-	-	-	-	"ko00000,ko01000"	-	-	iPC815.YPO3064	AhpC-TSA
WP_002913806.1	S	permease	perM	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944"	-	ko:K03548	-	-	-	-	"ko00000,ko02000"	2.A.86.1	-	-	AI-2E_transport
WP_002913807.1	S	"Functions as both a chaperone and a metalloprotease. Maintains the integrity of the outer membrane by promoting either the assembly or the elimination of outer membrane proteins, depending on their folding state"	bepA	"GO:0003674,GO:0003756,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005575,GO:0005623,GO:0006457,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0009987,GO:0016020,GO:0016043,GO:0016787,GO:0016853,GO:0016860,GO:0016864,GO:0019538,GO:0022607,GO:0030163,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0043163,GO:0043165,GO:0043167,GO:0043169,GO:0043170,GO:0044085,GO:0044091,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044464,GO:0045229,GO:0046872,GO:0051603,GO:0061024,GO:0061077,GO:0070011,GO:0071704,GO:0071709,GO:0071840,GO:0140096,GO:1901564,GO:1901565,GO:1901575"	-	-	-	-	-	-	-	-	-	-	"Peptidase_M48,TPR_19"
WP_002913824.1	F	Xanthine uracil	uraA	"GO:0003674,GO:0005215,GO:0005350,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006855,GO:0008150,GO:0015205,GO:0015210,GO:0015238,GO:0015851,GO:0015855,GO:0015857,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0042221,GO:0042493,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072531,GO:1903791,GO:1904082"	-	"ko:K02824,ko:K09016"	-	-	-	-	"ko00000,ko02000"	"2.A.40.1.1,2.A.40.1.2,2.A.40.1.3"	-	"iSFxv_1172.SFxv_2795,iS_1188.S2690"	Xan_ur_permease
WP_002913827.1	F	Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate	upp	"GO:0003674,GO:0003824,GO:0004845,GO:0004849,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008655,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016757,GO:0016763,GO:0016772,GO:0018130,GO:0019205,GO:0019206,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0042802,GO:0043094,GO:0043097,GO:0043174,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046049,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659"	2.4.2.9	ko:K00761	"ko00240,ko01100,map00240,map01100"	-	R00966	RC00063	"ko00000,ko00001,ko01000"	-	-	"iAF1260.b2498,iAPECO1_1312.APECO1_4071,iB21_1397.B21_02352,iBWG_1329.BWG_2262,iE2348C_1286.E2348C_2723,iEC042_1314.EC042_2699,iEC55989_1330.EC55989_2783,iECABU_c1320.ECABU_c27980,iECBD_1354.ECBD_1190,iECB_1328.ECB_02390,iECDH10B_1368.ECDH10B_2664,iECDH1ME8569_1439.ECDH1ME8569_2424,iECD_1391.ECD_02390,iECED1_1282.ECED1_2921,iECH74115_1262.ECH74115_3720,iECIAI1_1343.ECIAI1_2550,iECIAI39_1322.ECIAI39_2639,iECNA114_1301.ECNA114_2571,iECO103_1326.ECO103_3015,iECO111_1330.ECO111_3222,iECO26_1355.ECO26_3545,iECOK1_1307.ECOK1_2794,iECP_1309.ECP_2500,iECS88_1305.ECS88_2669,iECSE_1348.ECSE_2784,iECSF_1327.ECSF_2339,iECSP_1301.ECSP_3437,iECUMN_1333.ECUMN_2811,iECW_1372.ECW_m2721,iEKO11_1354.EKO11_1236,iETEC_1333.ETEC_2603,iEcDH1_1363.EcDH1_1171,iEcE24377_1341.EcE24377A_2781,iEcHS_1320.EcHS_A2633,iEcSMS35_1347.EcSMS35_2645,iEcolC_1368.EcolC_1178,iG2583_1286.G2583_3021,iJN746.PP_0746,iJO1366.b2498,iJR904.b2498,iLF82_1304.LF82_2383,iNRG857_1313.NRG857_12410,iSFV_1184.SFV_2543,iSF_1195.SF2542,iS_1188.S2691,iSbBS512_1146.SbBS512_E2872,iUMN146_1321.UM146_04235,iUMNK88_1353.UMNK88_3094,iWFL_1372.ECW_m2721,iY75_1357.Y75_RS13040,ic_1306.c3015"	UPRTase
WP_002913833.1	GK	ROK family	bglK	-	"2.7.1.2,2.7.1.4,2.7.1.85"	"ko:K00845,ko:K00847,ko:K18673"	"ko00010,ko00051,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00051,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200"	"M00001,M00549"	"R00299,R00760,R00867,R01600,R01786,R03920"	"RC00002,RC00017"	"ko00000,ko00001,ko00002,ko01000"	-	-	iYL1228.KPN_00337	ROK
WP_002913836.1	F	Phosphoribosylformylglycinamidine cyclo-ligase	purM	"GO:0003674,GO:0003824,GO:0004641,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0016882,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	6.3.3.1	ko:K01933	"ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130"	M00048	R04208	RC01100	"ko00000,ko00001,ko00002,ko01000"	-	-	iECSF_1327.ECSF_2340	"AIRS,AIRS_C"
WP_002913838.1	H	Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP)	ppk	"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0006082,GO:0006091,GO:0006139,GO:0006163,GO:0006165,GO:0006464,GO:0006468,GO:0006725,GO:0006753,GO:0006757,GO:0006793,GO:0006796,GO:0006797,GO:0006799,GO:0006807,GO:0008150,GO:0008152,GO:0008976,GO:0009058,GO:0009117,GO:0009123,GO:0009126,GO:0009132,GO:0009135,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009179,GO:0009185,GO:0009199,GO:0009205,GO:0009259,GO:0009279,GO:0009358,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0016778,GO:0017144,GO:0019538,GO:0019637,GO:0019693,GO:0019867,GO:0030312,GO:0030313,GO:0031241,GO:0031975,GO:0032991,GO:0034641,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0043751,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044425,GO:0044462,GO:0044464,GO:0046031,GO:0046034,GO:0046483,GO:0046777,GO:0046939,GO:0055086,GO:0061695,GO:0071704,GO:0071944,GO:0072521,GO:0098552,GO:1901135,GO:1901360,GO:1901564,GO:1901576,GO:1902494,GO:1990234"	2.7.4.1	ko:K00937	"ko00190,ko03018,map00190,map03018"	-	-	-	"ko00000,ko00001,ko01000,ko03019"	-	-	iSbBS512_1146.SbBS512_E2875	"PP_kinase,PP_kinase_C,PP_kinase_N"
WP_002913841.1	T	cyclic-guanylate-specific phosphodiesterase activity	yfgF	-	-	-	-	-	-	-	-	-	-	-	"EAL,MASE1"
WP_002913889.1	M	"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane"	bamB	"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0008104,GO:0008150,GO:0008152,GO:0009279,GO:0009987,GO:0016020,GO:0016043,GO:0016491,GO:0019867,GO:0022607,GO:0030312,GO:0030313,GO:0031224,GO:0031230,GO:0031241,GO:0031246,GO:0031975,GO:0032991,GO:0033036,GO:0034613,GO:0042802,GO:0043163,GO:0043165,GO:0044085,GO:0044091,GO:0044425,GO:0044462,GO:0044464,GO:0045184,GO:0045229,GO:0051179,GO:0051205,GO:0051234,GO:0051641,GO:0055114,GO:0061024,GO:0070727,GO:0071709,GO:0071840,GO:0071944,GO:0072657,GO:0090150,GO:0098552,GO:0098796,GO:1990063"	-	ko:K17713	-	-	-	-	"ko00000,ko02000"	1.B.33.1	-	-	"PQQ_2,PQQ_3"
WP_002913890.1	S	protein conserved in bacteria	yfgM	"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0009897,GO:0009986,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0031233,GO:0044425,GO:0044459,GO:0044464,GO:0071575,GO:0071944,GO:0098552"	-	-	-	-	-	-	-	-	-	-	TPR_21
WP_002913892.1	I	"Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate"	ispG	"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006090,GO:0006629,GO:0006644,GO:0006720,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009058,GO:0009240,GO:0009987,GO:0016491,GO:0016725,GO:0019288,GO:0019637,GO:0019682,GO:0019752,GO:0032787,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046429,GO:0046490,GO:0046872,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0052592,GO:0055114,GO:0071704,GO:0090407,GO:1901135,GO:1901576"	"1.17.7.1,1.17.7.3"	ko:K03526	"ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130"	M00096	"R08689,R10859"	RC01486	"ko00000,ko00001,ko00002,ko01000"	-	-	"iAF1260.b2515,iAPECO1_1312.APECO1_4009,iB21_1397.B21_02369,iBWG_1329.BWG_2279,iE2348C_1286.E2348C_2798,iEC55989_1330.EC55989_2800,iECABU_c1320.ECABU_c28200,iECBD_1354.ECBD_1171,iECB_1328.ECB_02407,iECDH10B_1368.ECDH10B_2681,iECDH1ME8569_1439.ECDH1ME8569_2442,iECDH1ME8569_1439.EcDH1_1153,iECD_1391.ECD_02407,iECED1_1282.ECED1_2946,iECH74115_1262.ECH74115_3740,iECIAI39_1322.ECIAI39_2716,iECNA114_1301.ECNA114_2593,iECO103_1326.ECO103_3032,iECO111_1330.ECO111_3239,iECO26_1355.ECO26_3562,iECOK1_1307.ECOK1_2863,iECP_1309.ECP_2520,iECS88_1305.ECS88_2691,iECSE_1348.ECSE_2801,iECSF_1327.ECSF_2359,iECSP_1301.ECSP_3455,iECW_1372.ECW_m2740,iECs_1301.ECs3377,iEKO11_1354.EKO11_1218,iETEC_1333.ETEC_2672,iEcDH1_1363.EcDH1_1153,iEcE24377_1341.EcE24377A_2799,iEcolC_1368.EcolC_1162,iJO1366.b2515,iJR904.b2515,iLF82_1304.LF82_1130,iNRG857_1313.NRG857_12515,iUMN146_1321.UM146_04130,iUMNK88_1353.UMNK88_3165,iUTI89_1310.UTI89_C2836,iWFL_1372.ECW_m2740,iY75_1357.Y75_RS13130,iYL1228.KPN_02845,iZ_1308.Z3778,ic_1306.c3037"	GcpE
WP_002913894.1	J	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs	rlmN	"GO:0000049,GO:0000154,GO:0001510,GO:0002935,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008173,GO:0008175,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016426,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0030488,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0070040,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0140098,GO:0140101,GO:0140102,GO:1901360,GO:1901363"	2.1.1.192	ko:K06941	-	-	-	-	"ko00000,ko01000,ko03009"	-	-	-	Radical_SAM
WP_002913950.1	P	sulfurtransferase	sseA	"GO:0003674,GO:0003824,GO:0004792,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0006950,GO:0006979,GO:0007154,GO:0008150,GO:0008152,GO:0009605,GO:0009987,GO:0009991,GO:0016740,GO:0016782,GO:0016783,GO:0016784,GO:0031668,GO:0033554,GO:0034641,GO:0042221,GO:0042262,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046677,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:1901360"	"2.8.1.1,2.8.1.2"	ko:K01011	"ko00270,ko00920,ko01100,ko01120,ko04122,map00270,map00920,map01100,map01120,map04122"	-	"R01931,R03105,R03106"	RC00214	"ko00000,ko00001,ko01000"	-	-	"iECs_1301.ECs3387,iZ_1308.Z3788"	Rhodanese
WP_002913952.1	S	enhanced serine sensitivity protein SseB	sseB	-	-	-	-	-	-	-	-	-	-	-	"SseB,SseB_C"
WP_002913954.1	S	Iron-sulphur cluster assembly	iscX	"GO:0003674,GO:0004857,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006790,GO:0008150,GO:0008152,GO:0008198,GO:0009987,GO:0016043,GO:0016226,GO:0022607,GO:0030234,GO:0031163,GO:0043086,GO:0043167,GO:0043169,GO:0044085,GO:0044092,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0050790,GO:0051186,GO:0065007,GO:0065009,GO:0071840,GO:0098772"	-	-	-	-	-	-	-	-	-	-	Fe-S_assembly
WP_002913979.1	S	"Is able to transfer iron-sulfur clusters to apo- ferredoxin. Multiple cycles of 2Fe2S cluster formation and transfer are observed, suggesting that IscA acts catalytically. Recruits intracellular free iron so as to provide iron for the assembly of transient iron-sulfur cluster in IscU in the presence of IscS, L-cysteine and the thioredoxin reductase system"	iscA	"GO:0003674,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008198,GO:0009987,GO:0010467,GO:0016043,GO:0016226,GO:0016530,GO:0019538,GO:0022607,GO:0031163,GO:0034986,GO:0043167,GO:0043169,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0048037,GO:0051186,GO:0051536,GO:0051537,GO:0051540,GO:0051604,GO:0071704,GO:0071840,GO:0097428,GO:0140104,GO:1901564"	-	"ko:K05997,ko:K13628"	-	-	-	-	"ko00000,ko03016"	-	-	"iAPECO1_1312.APECO1_3997,iB21_1397.B21_02384,iBWG_1329.BWG_2292,iE2348C_1286.E2348C_2811,iEC042_1314.EC042_2732,iEC55989_1330.EC55989_2813,iECABU_c1320.ECABU_c28340,iECBD_1354.ECBD_1156,iECB_1328.ECB_02420,iECDH10B_1368.ECDH10B_2695,iECD_1391.ECD_02420,iECED1_1282.ECED1_2959,iECIAI1_1343.ECIAI1_2580,iECIAI39_1322.ECIAI39_2729,iECNA114_1301.ECNA114_2607,iECO103_1326.ECO103_3045,iECO111_1330.ECO111_3252,iECO26_1355.ECO26_3575,iECOK1_1307.ECOK1_2877,iECP_1309.ECP_2533,iECS88_1305.ECS88_2704,iECSE_1348.ECSE_2814,iECSF_1327.ECSF_2372,iECSP_1301.ECSP_3472,iECUMN_1333.ECUMN_2848,iECW_1372.ECW_m2754,iECs_1301.ECs3394,iEKO11_1354.EKO11_1205,iETEC_1333.ETEC_2685,iEcDH1_1363.EcDH1_1140,iEcSMS35_1347.EcSMS35_2681,iEcolC_1368.EcolC_1149,iG2583_1286.G2583_3058,iJO1366.b2528,iLF82_1304.LF82_1120,iNRG857_1313.NRG857_12580,iSBO_1134.SBO_2552,iSDY_1059.SDY_2724,iSF_1195.SF2575,iSSON_1240.SSON_2610,iS_1188.S2747,iUMN146_1321.UM146_04060,iUMNK88_1353.UMNK88_3181,iWFL_1372.ECW_m2754,iY75_1357.Y75_RS13195,iZ_1308.Z3795,ic_1306.c3053"	Fe-S_biosyn
WP_002913991.1	C	A scaffold on which IscS assembles Fe-S clusters. It is likely that Fe-S cluster coordination is flexible as the role of this complex is to build and then hand off Fe-S clusters	iscU	"GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006790,GO:0006807,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0008198,GO:0009987,GO:0010467,GO:0016043,GO:0016226,GO:0016740,GO:0016782,GO:0019538,GO:0019725,GO:0022607,GO:0030003,GO:0031163,GO:0036455,GO:0042592,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048037,GO:0048878,GO:0050801,GO:0051186,GO:0051536,GO:0051537,GO:0051539,GO:0051540,GO:0051604,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0097428,GO:0098771,GO:1901564"	-	ko:K04488	-	-	-	-	ko00000	-	-	"iAPECO1_1312.APECO1_3996,iB21_1397.B21_02385,iBWG_1329.BWG_2293,iE2348C_1286.E2348C_2812,iEC042_1314.EC042_2733,iEC55989_1330.EC55989_2814,iECABU_c1320.ECABU_c28350,iECBD_1354.ECBD_1155,iECB_1328.ECB_02421,iECDH10B_1368.ECDH10B_2696,iECDH1ME8569_1439.ECDH1ME8569_2456,iECD_1391.ECD_02421,iECED1_1282.ECED1_2960,iECH74115_1262.ECH74115_3761,iECIAI1_1343.ECIAI1_2581,iECIAI39_1322.ECIAI39_2730,iECNA114_1301.ECNA114_2608,iECO103_1326.ECO103_3046,iECO111_1330.ECO111_3253,iECO26_1355.ECO26_3576,iECOK1_1307.ECOK1_2878,iECP_1309.ECP_2534,iECS88_1305.ECS88_2705,iECSE_1348.ECSE_2815,iECSF_1327.ECSF_2373,iECSP_1301.ECSP_3473,iECUMN_1333.ECUMN_2849,iECW_1372.ECW_m2755,iECs_1301.ECs3395,iEKO11_1354.EKO11_1204,iETEC_1333.ETEC_2686,iEcDH1_1363.EcDH1_1139,iEcE24377_1341.EcE24377A_2814,iEcHS_1320.EcHS_A2680,iEcSMS35_1347.EcSMS35_2682,iEcolC_1368.EcolC_1148,iG2583_1286.G2583_3059,iJO1366.b2529,iSDY_1059.SDY_2725,iSFV_1184.SFV_2577,iSF_1195.SF2576,iSFxv_1172.SFxv_2832,iSSON_1240.SSON_2611,iS_1188.S2748,iUMN146_1321.UM146_04055,iUMNK88_1353.UMNK88_3182,iUTI89_1310.UTI89_C2851,iWFL_1372.ECW_m2755,iY75_1357.Y75_RS13200,iZ_1308.Z3796,ic_1306.c3055"	NifU_N
WP_002913992.1	E	"Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins"	iscS	"GO:0001522,GO:0003674,GO:0003824,GO:0004123,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006790,GO:0006807,GO:0008033,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0009000,GO:0009058,GO:0009451,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016226,GO:0016740,GO:0016769,GO:0016782,GO:0016783,GO:0016829,GO:0016846,GO:0018130,GO:0018131,GO:0019842,GO:0022607,GO:0030170,GO:0031071,GO:0031119,GO:0031163,GO:0034470,GO:0034641,GO:0034660,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046484,GO:0048037,GO:0050662,GO:0051186,GO:0070279,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0097163,GO:0140104,GO:1901360,GO:1901363"	2.8.1.7	ko:K04487	"ko00730,ko01100,ko04122,map00730,map01100,map04122"	-	"R07460,R11528,R11529"	"RC01789,RC02313"	"ko00000,ko00001,ko01000,ko02048,ko03016,ko03029"	-	-	"iPC815.YPO2896,iYL1228.KPN_02862"	Aminotran_5
WP_002913993.1	K	Regulates the transcription of several operons and genes involved in the biogenesis of Fe-S clusters and Fe-S-containing proteins	iscR	"GO:0003674,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0042802,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141"	-	ko:K13643	-	-	-	-	"ko00000,ko03000"	-	-	-	Rrf2
WP_002913994.1	J	Catalyzes the formation of 2'O-methylated cytidine (Cm32) or 2'O-methylated uridine (Um32) at position 32 in tRNA	trmJ	"GO:0001510,GO:0002128,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016300,GO:0016427,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0052665,GO:0052666,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360"	2.1.1.200	"ko:K02533,ko:K15396"	-	-	-	-	"ko00000,ko01000,ko03016"	-	-	-	SpoU_methylase
