strain_x,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_type,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,ID,Assembly Name,geo_loc_name,collected_by,isolation_source,collection_date,strain_y,lat_lon,isolate_name_alias,identification method,host_sex,host_disease,host_age,host,culture_collection,isolate,host_disease_outcome,host_health_state,host_description,host_disease_stage,sample_type,sample_name,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,locus_tag_prefix,num_replicons,project_name,ref_biomaterial,source_material_id,sub_species,type-material,fecal,genotype,host_tissue_sampled,env_package,investigation_type,Laboratory Host,Extraction Method,passage_history,Extraction Date,Passage Date,host_subject_id,pathotype,serotype,serovar,specimen_voucher,subgroup,subtype,ENA first public,ENA last update,ENA-CHECKLIST,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,note,panel_id,Bar Code No,sample_number,Panel_ID,encoded_traits,biomaterial_provider,depth,ontological term,ifsac_category,source_type,ENA-LAST-UPDATE,geographic location (region and locality),scientific_name,relative_week,collection_room,identified_by,host_taxid,sample_id,perturbation,rel_to_oxygen,study_id,wastewater_type,isolated by,attribute_package,PublicAccession,ProjectAccession,Species,Genus,sequenced_by,replicate,assembly_method,assembly_method_version,genome_coverage,sequencing_technology,filename,altitude,samp_size,temp,Acquisition,Sequencing facility,drug_usage,estimated_size,health_state,host_body_product,MLST,N/A,dermatology_disord,extrachrom_elements,alternate_ID,Meropenem resistant,authors,phenotype,beta_lactamase_family,carbapenemase,edta_inhibitor_tested,collecting_lab,biological_replicate,altitude_info,ENA-FIRST-PUBLIC,anonymized name,supplier_name,common name,geographic location (latitude),geographic location (longitude),ArrayExpress-SPECIES,subject id,description,environmental sample,sequencing method,wastewater/sludge environmental package,library construction method,In_List
GCF_022789985.1_ASM2278998v1_genomic,Klebsiella pneumoniae,strong,140,178992,453428,5377674,no,-,ST240,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi24,KL24,K24,?-,Good,99.97%,KL24_13_wcuG,O1/O2v1,O2a,none,Very high,98.40%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-36,35Q,-,-,-,-,-,ST240,2,1,1,1,17,1,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022789985_1,ASM2278998v1,Norway,missing,marine environment,2016,2016-1396,missing,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_022790045.1_ASM2279004v1_genomic,Klebsiella pneumoniae,strong,69,360732,1461768,5172135,no,-,ST1966,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,-,KL125,unknown (KL125),*,High,90.32%,,O5,O5,*,High,94.29%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-27^,156D,-,-,-,-,-,ST1966,2,1,2,1,10,4,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022790045_1,ASM2279004v1,Norway,missing,marine environment,2016,2016-1249,missing,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_022790065.1_ASM2279006v1_genomic,Klebsiella pneumoniae,strong,131,278627,420861,5583026,no,-,ST29,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,-,KL124,unknown (KL124),?-,Good,99.21%,KL124_14_wcaL,OL13,O13,*,Very high,95.10%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-187,-,-,-,-,-,-,ST29,2,3,2,2,6,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022790065_1,ASM2279006v1,Norway,missing,marine environment,2016,2016-1201,missing,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non redundant
GCF_022790105.1_ASM2279010v1_genomic,Klebsiella pneumoniae,strong,102,294613,764069,5355898,no,-,ST2441,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi14,KL14,K14,none,Very high,99.88%,,O3b,O3b,none,Very high,99.75%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,35Q,-,-,-,-,-,ST2441,2,1,2,1,12,4,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022790105_1,ASM2279010v1,Norway,,marine environment,2016,2016-1248,,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_022790115.1_ASM2279011v1_genomic,Klebsiella pneumoniae,strong,30,423194,1405220,5037996,no,-,ST200,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi150,KL27,K27,none,Very high,99.04%,,O3b,O3b,none,Very high,99.32%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST200,2,1,2,1,12,1,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022790115_1,ASM2279011v1,Norway,missing,marine environment,2016,2016-1245,missing,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_022790165.1_ASM2279016v1_genomic,Klebsiella pneumoniae,strong,143,141217,373475,5358864,no,-,ST4675,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi306,KL55,K55,?*,Good,95.69%,,O1/O2v2,O2afg,none,Very high,98.44%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-168^,146V,-,-,-,-,-,ST4675,2,3,1,1,7,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022790165_1,ASM2279016v1,Norway,missing,marine environment,2016,2016-1178,missing,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_022790205.1_ASM2279020v1_genomic,Klebsiella pneumoniae,strong,184,357515,746427,5487710,no,-,ST22,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi238,KL11,K11,*,High,92.28%,,O3b,O3b,none,Very high,98.89%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST22,2,3,1,1,1,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022790205_1,ASM2279020v1,Norway,missing,marine environment,2016,2016-1076,missing,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_022790215.1_ASM2279021v1_genomic,Klebsiella pneumoniae,strong,152,104582,285873,5342943,no,-,ST27,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi443,KL10,K10,none,Very high,95.86%,,O3/O3a,O3/O3a,none,Very high,95.99%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-40,35Q,-,-,-,-,-,ST27,2,1,11,1,9,10,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022790215_1,ASM2279021v1,Norway,missing,marine environment,2016,2016-833,missing,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non redundant
GCF_022790245.1_ASM2279024v1_genomic,Klebsiella pneumoniae,strong,194,149137,444419,5578065,no,-,ST10,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi173,KL102,unknown (KL102),none,Very high,99.27%,,O1/O2v1,O2a,none,Very high,98.52%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST10,4,1,7,1,9,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022790245_1,ASM2279024v1,Norway,missing,marine environment,2016,2016-735,missing,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_022790325.1_ASM2279032v1_genomic,Klebsiella pneumoniae,strong,133,315296,634072,5510658,no,-,ST220,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi177,KL114,unknown (KL114),none,Very high,99.98%,,O1/O2v2,O2afg,none,Very high,98.53%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST220,2,1,2,1,45,4,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022790325_1,ASM2279032v1,Norway,missing,marine environment,2016,2016-729,missing,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_022790345.1_ASM2279034v1_genomic,Klebsiella pneumoniae,strong,61,215107,661032,5190343,no,-,ST4435,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,-,KL125,unknown (KL125),*,High,90.31%,,O5,O5,*,High,94.30%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1*,-,-,-,-,-,-,ST4435,3,5,1,1,48,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022790345_1,ASM2279034v1,Norway,,marine environment,2016,2016-681,,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non redundant
GCF_022790445.1_ASM2279044v1_genomic,Klebsiella pneumoniae,strong,104,205029,405256,5385124,no,-,ST110,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi194,KL108,unknown (KL108),?*,Good,97.50%,,O1/O2v2,O2afg,none,Very high,98.50%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1*,-,-,-,-,-,-,ST110,2,6,1,3,8,1,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022790445_1,ASM2279044v1,Norway,,marine environment,2016,2016-563,,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_022790465.1_ASM2279046v1_genomic,Klebsiella pneumoniae,strong,86,225502,1456814,5418507,no,-,ST556,0,0,1,1,-,0,-,0,-,0,-,0,-,0,-,wzi94,KL62,K62,none,Very high,99.94%,,O1/O2v1,O2a,none,Very high,98.87%,,-,-,-,-,-,-,-,-,-,tet(D),-,-,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST556,2,1,1,26,12,15,138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022790465_1,ASM2279046v1,Norway,,marine environment,2016,2016-319,,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_022809875.1_ASM2280987v1_genomic,Klebsiella pneumoniae,strong,4,5270604,5270604,5563283,no,-,ST248-1LV,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,-,KL179,unknown (KL179),none,Very high,99.98%,,unknown (OL102),unknown (OL102),?-+*,None,83.13%,"OL102_05_wbbL,OL102_06_rhamnan,OL102_07_wzm,OL102_08_wzt",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,35Q,-,-,-,-,-,ST248-1LV,4,1,1,1,9,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022809875_1,ASM2280987v1,China: Changsha,,gut of black soldier fly larvae,2020,LXR-1,,,,,,,,,,,,,,Pure culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_022848935.1_ASM2284893v1_genomic,Klebsiella pneumoniae,strong,244,49176,136044,5284778,no,-,ST258,0,0,2,0,-,0,-,0,-,0,-,0,-,0,-,wzi154,unknown (KL107),unknown (KL107),?-,None,99.99%,"KL107_09,KL107_10",O1/O2v2,O2afg,?,Good,98.38%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OmpK35-25%;OmpK36-75%,MgrB-60%,GyrA-83I;ParC-80I,-,-,ST258,3,3,1,1,1,1,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022848935_1,ASM2284893v1,Uruguay: Montevideo,CRAMI,urine,2017/8/4,M1604,34.5 S 56 W,,,,Urinary tract infection,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_022968005.1_ASM2296800v1_genomic,Klebsiella pneumoniae,strong,72,238341,535663,5373911,no,-,ST1996,0,0,1,1,-,0,-,0,-,0,-,0,-,0,-,-,KL103,unknown (KL103),*,Very high,96.56%,,O3b,O3b,none,Very high,99.24%,,-,-,-,-,-,-,-,-,-,-,-,-,OXA-926^,-,-,-,-,SHV-41,-,-,-,-,-,-,ST1996,2,1,2,2,1,1,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022968005_1,ASM2296800v1,Ghana: Kumasi,Esther Eyram Asare Yeboah,tap,2021/5/3,E55-1,,,,,,,,,,,,,,single cell,,,,,,,,,,,,,,ST155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E.E. Asare Yeboah, A. Owusu-Ofori, N. Agyepong, A. I. K. Akebe, J. Mbanga, S. Y. Essack",,,,,,,,,,,,,,,,,,,,,redundant
GCF_022968255.1_ASM2296825v1_genomic,Klebsiella pneumoniae,strong,120,146906,431941,5567722,no,-,ST1552,1,1,7,13,ybt 9; ICEKp3,183-3LV,-,0,-,0,-,0,-,0,-,wzi119,KL25,K25,-,High,98.41%,KL25_09_wfeD,O1/O2v1,O2a,none,Very high,98.11%,,aac(6')-Ib-cr.v2;aadA^;strA.v1;strB.v1,-,-,-,-,-,catA1*,-,sul1^;sul2,tet(D),-,dfrA15.v2,OXA-1;SCO-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,aac(3)-IIa.v1?-0%,CatB4.v1?-80%,ST1552,2,1,2,1,3,25,2,5,11*,6,5,1,25*,37,9,5,5*,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022968255_1,ASM2296825v1,Ghana: Kumasi,Esther Eyram Asare Yeboah,rectal,2021/7/22,P136,,,,,,,Homo sapiens,,,,,,,single cell,,,,,,,,,,,,,,ST1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E.E. Asare Yeboah, A. Owusu-Ofori, N. Agyepong, A. I. K. Akebe, J. Mbanga, S. Y. Essack",,,,,,,,,,,,,,,,,,,,,non redundant
GCF_022968275.1_ASM2296827v1_genomic,Klebsiella pneumoniae,strong,119,152182,359829,5385468,no,-,ST815,0,1,6,10,-,0,-,0,-,0,-,0,-,0,-,-,KL8,K8,?-*,Good,98.62%,"KL8_08_wcsG,KL8_10_wcsI",O1/O2v2,O2afg,none,Very high,98.41%,,aac(3)-IIa.v1;aadA^;strB.v1,-,-,qnrS1,-,-,-,-,sul1^;sul2,-,-,dfrA15.v2,SCO-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,-,strA.v1?-0%,ST815,2,1,2,1,7,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022968275_1,ASM2296827v1,Ghana: Kumasi,Esther Eyram Asare Yeboah,rectal,2021/7/15,P121,,,,,,,Homo sapiens,,,,,,,single cell,,,,,,,,,,,,,,ST815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E.E. Asare Yeboah, A. Owusu-Ofori, N. Agyepong, A. I. K. Akebe, J. Mbanga, S. Y. Essack",,,,,,,,,,,,,,,,,,,,,non redundant
GCF_022968285.1_ASM2296828v1_genomic,Klebsiella pneumoniae,strong,98,205953,529950,5666331,no,-,ST636,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi209,KL47,K47,none,Very high,99.47%,,O1/O2v1,O2a,none,Very high,99.00%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1,-,-,-,-,-,-,ST636,2,5,1,1,4,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_022968285_1,ASM2296828v1,Ghana: Kumasi,Esther Eyram Asare Yeboah,rectal,2021/7/29,P144,,,,,,,Homo sapiens,,,,,,,single cell,,,,,,,,,,,,,,ST636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E.E. Asare Yeboah, A. Owusu-Ofori, N. Agyepong, A. I. K. Akebe, J. Mbanga, S. Y. Essack",,,,,,,,,,,,,,,,,,,,,redundant
GCF_023060255.1_ASM2306025v1_genomic,Klebsiella pneumoniae,strong,97,233227,443426,5786687,no,-,ST874,0,2,7,9,-,0,-,0,-,0,-,0,-,0,-,wzi24,unknown (KL24),unknown (K24),?-,None,99.98%,"KL24_13_wcuG,KL24_14_wzy,KL24_15_wzx",O1/O2v1,O2a,none,Very high,98.52%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA5,-,-,qnrB1.v2^,-,-,-,-,-,tet(D),-,dfrA17,OXA-1,-,CTX-M-15,-,NDM-1,SHV-121,35Q,OmpK35-40%;OmpK36GD,-,GyrA-83Y;GyrA-87N;ParC-80I,CatB4.v1?-81%;sul1?-81%,-,ST874,4,1,1,1,7,1,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_023060255_1,ASM2306025v1,Brazil,LACEN/ES,liquor,2019/11/1,CCBH27375,10 S 52 W,,,,not available,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_023241905.1_ASM2324190v1_genomic,Klebsiella pneumoniae,strong,79,173262,459293,5359667,yes (774),ambiguous_bases,ST584,0,1,7,8,-,0,-,0,-,0,-,0,-,0,-,wzi9,unknown (KL107),unknown (KL107),?-+,None,81.21%,"KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_11_gnd,KL107_12,KL107_13,KL107_14,KL107_15,KL107_16_ugd",unknown (OL102),unknown (OL102),-,None,73.88%,"OL102_01_rfbB,OL102_02_rfbA,OL102_03_rfbD,OL102_04_rfbC,OL102_05_wbbL,OL102_06_rhamnan,OL102_07_wzm,OL102_08_wzt",strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,-,-,sul2,tet(A).v1,-,dfrA14.v2*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-168^,146V,-,-,-,-,-,ST584,4,1,2,1,1,7,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_023241905_1,ASM2324190v1,France: Normandy,Gravey Francois,Stools,2020/9/7,Kp20200902,49.183333 N 0.350000 W,,,,None,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_023243315.1_ASM2324331v1_genomic,Klebsiella pneumoniae,strong,156,212027,714054,5748659,no,-,ST37,0,2,9,17,-,0,-,0,-,0,-,0,-,0,-,wzi96,KL38,K38,none,Very high,99.70%,,O3b,O3b,none,Very high,99.30%,,aac(3)-IV^;aac(6')-Ib-cr.v2;aadA^;aph(4)-Ia;aph3-Ia.v1^,-,-,-,-,-,catB3.v2;cmlA1*;floR.v1*,arr-3,sul1;sul2;sul3,tet(D);tetM.v1*,-,dfrA12,OXA-1,-,-,-,NDM-5,SHV-11^,35Q,OmpK35-16%,-,GyrA-83V;GyrA-87N;ParC-80I,-,aadA2?-0%;aadA2?-74%,ST37,2,9,2,1,13,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_023243315_1,ASM2324331v1,"China: Taizhou City, Jiangsu Province",,stool,Jun-17,JS100-2,,,,,,,poultry,,,,,,,stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_023273245.1_ASM2327324v1_genomic,Klebsiella pneumoniae,strong,1284,162362,607656,6045404,yes (304),ambiguous_bases,ST34,0,2,7,10,-,0,-,0,-,0,-,0,-,0,-,wzi433,KL35,K35,none,Very high,98.92%,,O1/O2v1,O2a,-+,Good,93.96%,O1/O2v1_07_kfoC,aac(3)-IId^;aadA2*,-,-,-,-,mphA,catB3.v2,arr-3,sul1?,-,-,-,OXA-1;TEM-1D.v1^,-,-,-,IMP-4;NDM-1,-,-,-,-,-,aac(6')-Ib-cr4*?-0%;floR.v1?-0%;qnrB20*-10%;tet(A).v1?-87%,CTX-M-103?-0%;SHV-101?-0%;SHV-135?-0%,ST34,2,3,6,1,9,7,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ybtA_39*-0%;ybtS_122*-0%;ybtU_117*-0%,GCF_023273245_1,ASM2327324v1,China:Huizhou,Huizhou Municipal Central Hospital,sputum,2013/12/25,3E3-2,22.24 N 113.51 E,,,,not collected,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ndm-1 positive,,,,,,,,,,,,,,,,,,,,redundant
