Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,kpref
group_2482,,hypothetical protein,155,155,1.0,1,3325,,,,543,642,543.6387096774193,
ydjE_1~~~ydjE,ydjE_1;ydjE;,Inner membrane metabolite transport protein YdjE;MFS transporter,259,264,1.0193050193050193,1,3326,,,,285,1359,1324.9961977186313,
group_2483,,ParB/Srx family N-terminal domain-containing protein,17,17,1.0,1,3327,,,,945,1041,1035.3529411764705,Kp_00547
group_2484,,hypothetical protein,60,60,1.0,1,3328,,,,213,213,213.0,
group_2487,,Uncharacterized conserved protein (DUF2190);hypothetical protein,92,92,1.0,1,3332,,,,231,327,325.95652173913044,
group_2489,,hypothetical protein,37,37,1.0,1,3334,,,,186,186,186.0,
group_2496,,sugar-binding transcriptional regulator,706,707,1.001416430594901,1,3344,,,,282,957,954.1954674220964,
group_2498,,hypothetical protein,67,67,1.0,1,3347,,,,306,306,306.0,
group_2501,,hypothetical protein;NCBIFAM: protein DpdH,56,56,1.0,1,3351,,,,288,3159,3102.803571428572,
group_2503,,hypothetical protein,38,38,1.0,1,3353,,,,216,219,218.92105263157896,
group_2504,,Phosphoribosyl transferase,198,198,1.0,1,3354,,,,1143,1155,1154.030303030303,
gcvA_2~~~gcvA_4,gcvA_2;gcvA_4,glycine cleavage system transcriptional regulator GcvA,239,239,1.0,1,3355,,,,537,963,957.4142259414226,
group_2505,,Protein of unknown function (DUF4236);hypothetical protein,213,213,1.0,1,3356,,,,390,1224,1219.4433962264152,
group_2510,,hypothetical protein;Protein of unknown function (DUF2635),64,64,1.0,1,3362,,,,180,186,185.390625,
mcrB~~~mcrB_1,;mcrB;mcrB_1,hypothetical protein;5-methylcytosine-specific restriction enzyme B,98,100,1.020408163265306,1,3365,,,,363,2076,2007.18,
group_2514,,hypothetical protein,33,33,1.0,1,3368,,,,306,306,306.0,
group_2516,,;hypothetical protein,91,92,1.010989010989011,1,3370,,,,240,846,787.978021978022,
mshA_2~~~mshA_1~~~mshA,mshA_2;mshA_1;mshA,D-inositol-3-phosphate glycosyltransferase,51,51,1.0,1,3372,,,,3642,3642,3642.0,
trxC_2,trxC_2,thioredoxin TrxC,173,173,1.0,1,3373,,,,441,441,441.0,
group_2520,,hypothetical protein;APC family permease,144,146,1.0138888888888888,1,3377,,,,198,1527,1505.36301369863,
rep_1~~~rep_2,rep_1;rep_2;,"ATP-dependent DNA helicase Rep;"""";hypothetical protein",199,204,1.0251256281407035,1,3378,,,,564,1851,1788.8275862068965,
group_2521,,Protein of unknown function (DUF1281);Ferredoxin-like domain in Api92-like protein;hypothetical protein,40,41,1.025,1,3379,,,,204,927,873.3658536585366,
group_2522,,"hypothetical protein;Uncharacterized alpha/beta hydrolase domain (DUF2235);"""";PAAR domain-containing protein",306,319,1.042483660130719,1,3380,,,,108,2016,1782.3761755485891,
group_2523,,,28,28,1.0,1,3381,,,,1011,1011,1011.0,
group_2525,,DNA N-6-adenine-methyltransferase (Dam);hypothetical protein,120,120,1.0,1,3384,,,,528,528,528.0,
group_2526,,hypothetical protein,104,104,1.0,1,3385,,,,267,291,290.51020408163265,
group_2528,,hypothetical protein,61,61,1.0,1,3388,,,,204,204,204.0,
hsdS~~~hsdS_1,hsdS;hsdS_1,Type-1 restriction enzyme EcoKI specificity protein,49,49,1.0,1,3389,,,,582,1509,1327.7755102040817,
group_2530,,Type I restriction modification DNA specificity domain;hypothetical protein,23,23,1.0,1,3391,,,,204,1248,1121.4782608695652,
group_2535,,hypothetical protein,66,66,1.0,1,3399,,,,396,591,491.4,
group_2538,,hypothetical protein;Phage protein GP46,64,65,1.015625,1,3402,,,,198,450,443.4461538461538,
group_2543,,hypothetical protein,116,116,1.0,1,3407,,,,393,921,916.448275862069,
group_2545,,hypothetical protein,22,23,1.0454545454545454,1,3409,,,,288,639,601.6363636363636,
xerC_1~~~xerC_2,;xerC_1;xerC_2,hypothetical protein;Tyrosine recombinase XerC,33,43,1.303030303030303,1,3414,,,,102,927,671.2325581395348,
group_2551,,hypothetical protein,622,624,1.0032154340836013,1,3418,,,,324,1209,1198.7564516129032,Kp_02148
group_2555,,hypothetical protein;Peptidase family M23;LysM domain,318,353,1.110062893081761,1,3422,,,,108,2028,1772.7342857142858,
group_2566,,Protein of unknown function (DUF2971);hypothetical protein,40,40,1.0,1,3435,,,,516,939,928.425,
group_2567,,TonB-dependent siderophore receptor;hypothetical protein,1380,1386,1.0043478260869565,1,3436,,,,228,2292,2271.2687861271675,Kp_00296
group_2572,,hypothetical protein,49,49,1.0,1,3441,,,,294,513,506.1428571428572,
ompX_1,ompX_1;,"outer membrane protein OmpX;"""";hypothetical protein",311,311,1.0,1,3444,,,,198,621,541.9935483870968,
ascB_2~~~ascB_1,ascB_2;ascB_1,6-phospho-beta-glucosidase,75,75,1.0,1,3447,,,,480,1434,1416.0,
group_2579,,hypothetical protein;Glycosyl transferases group 1,51,51,1.0,1,3452,,,,1170,1170,1170.0,
group_2581,,aromatic acid/H+ symport family MFS transporter;hypothetical protein,23,23,1.0,1,3454,,,,267,1215,664.2272727272727,
tssA_1~~~tssA_2~~~tssA_3,tssA_1;;tssA_2;tssA_3,type VI secretion system protein TssA;hypothetical protein,148,166,1.1216216216216215,1,3457,,,,279,1608,1401.433734939759,
group_2584,,Phage capsid scaffolding protein (GPO) serine peptidase;hypothetical protein,193,194,1.005181347150259,1,3459,,,,666,855,854.0257731958762,
group_2586,,amino acid ABC transporter ATP-binding protein,201,202,1.0049751243781095,1,3461,,,,216,819,809.7029702970297,
group_2588,,DUF6392 family protein,465,465,1.0,1,3464,,,,510,510,510.0,
group_2591,,Family of unknown function (DUF5347);hypothetical protein,144,144,1.0,1,3469,,,,339,339,339.0,
group_2592,,hypothetical protein;Bacteriophage CI repressor C-terminal domain,57,57,1.0,1,3471,,,,576,579,576.5263157894736,
group_2593,,hypothetical protein,37,39,1.054054054054054,1,3473,,,,216,531,430.46153846153845,
group_2595,,Bacterial Ig-like domain (group 3);hypothetical protein;Bacterial Ig-like domain,137,139,1.0145985401459854,1,3475,,,,897,2406,2277.262773722628,
group_2597,,conserved phage C-terminal domain-containing protein;hypothetical protein,198,198,1.0,1,3478,,,,306,939,916.751269035533,
group_2600,,hypothetical protein,39,39,1.0,1,3481,,,,429,528,486.0,
group_2601,,LysR family transcriptional regulator;hypothetical protein,1382,1384,1.0014471780028944,1,3482,,,,333,930,926.9023861171366,Kp_04086
group_2607,,hypothetical protein,125,125,1.0,1,3490,,,,315,315,315.0,
pgiA,pgiA,Glucose-6-phosphate isomerase,39,39,1.0,1,3497,,,,843,843,843.0,
group_2621,,hypothetical protein,275,275,1.0,1,3508,,,,165,525,454.3235294117647,
astA_2~~~astA_3,astA_2;astA_3,arginine N-succinyltransferase,49,49,1.0,1,3511,,,,1038,1038,1038.0,
tuaH~~~tuaH_2,tuaH;tuaH_2,Putative teichuronic acid biosynthesis glycosyltransferase TuaH,41,41,1.0,1,3513,,,,1113,1191,1189.05,
group_2628,,hypothetical protein,52,52,1.0,1,3520,,,,588,627,592.5,
group_2629,,hypothetical protein,171,171,1.0,1,3521,,,,141,345,148.7017543859649,
group_2635,,Bacterial protein of unknown function (DUF977);hypothetical protein,45,45,1.0,1,3527,,,,231,336,331.22727272727275,
rep_4~~~rep_1~~~rep_2,rep_4;rep_1;rep_2,ATP-dependent DNA helicase Rep,39,39,1.0,1,3530,,,,2115,2124,2123.3076923076924,
group_2639,,hypothetical protein,58,58,1.0,1,3532,,,,234,579,462.5689655172414,
nfdA,;nfdA,;amidohydrolase;N-substituted formamide deformylase;Amidohydrolase family,636,640,1.0062893081761006,1,3537,,,,501,1566,1555.359375,
group_2651,,hypothetical protein;Replication initiator protein A,32,32,1.0,1,3548,,,,666,900,892.3125,
group_2652,,hypothetical protein,29,29,1.0,1,3549,,,,786,792,791.7931034482758,
group_2662,,Transglycosylase SLT domain,41,41,1.0,1,3568,,,,480,480,480.0,
group_2666,,LacI family DNA-binding transcriptional regulator,170,170,1.0,1,3572,,,,1005,1005,1005.0,
dinI_2~~~dinI~~~dinI_1,dinI_2;dinI;dinI_1,DNA damage-inducible protein I,34,34,1.0,1,3578,,,,249,258,249.52941176470588,
group_2672,,hypothetical protein,81,81,1.0,1,3579,,,,480,480,480.0,
dhaK_1,dhaK_1,dihydroxyacetone kinase subunit DhaK,47,47,1.0,1,3580,,,,1005,1005,1005.0,
group_2673,,hypothetical protein,24,24,1.0,1,3581,,,,1005,1005,1005.0,
group_2686,,PTS mannose/fructose/sorbose transporter subunit IIC;hypothetical protein,704,705,1.0014204545454546,1,3597,,,,234,810,806.4214285714286,
group_2689,,Helicase HerA central domain;hypothetical protein,31,31,1.0,1,3600,,,,483,1776,1729.451612903226,
group_2693,,hypothetical protein,44,44,1.0,1,3608,,,,219,219,219.0,
group_2695,,hypothetical protein,80,80,1.0,1,3612,,,,393,393,393.0,
clsB_1~~~clsB_2,clsB_1;;clsB_2,"Cardiolipin synthase B;Domain of unknown function (DUF6396);hypothetical protein;""""",132,136,1.0303030303030305,1,3615,,,,312,1872,1782.9485294117646,
group_2696,,hypothetical protein,148,149,1.0067567567567568,1,3616,,,,228,978,951.6241610738256,
group_2697,,"hypothetical protein;Domain of unknown function (DUF6396);""""",147,485,3.2993197278911564,1,3617,,,,108,1287,1048.7814432989692,
group_2698,,hypothetical protein;Phosphoribosyl-ATP pyrophosphohydrolase,126,126,1.0,1,3618,,,,204,876,864.3809523809524,
group_2699,,hypothetical protein,52,52,1.0,1,3619,,,,135,135,135.0,
cbtA~~~cbtA_2,cbtA;cbtA_2,Cytoskeleton-binding toxin CbtA,28,28,1.0,1,3622,,,,387,390,389.0357142857143,
group_2703,,hypothetical protein,69,70,1.0144927536231885,1,3625,,,,519,1350,1176.9,
xerC_2~~~xerC_5~~~xerC_4~~~xerC_6~~~xerC_1~~~xerC_3,xerC_2;;xerC_5;xerC_4;xerC_6;xerC_1;xerC_3,Tyrosine recombinase XerC;hypothetical protein;Phage integrase family,69,69,1.0,1,3628,,,,924,1284,1186.909090909091,
group_2706,,Phage tail assembly chaperone proteins E or 41 or 14,85,85,1.0,1,3629,,,,303,303,303.0,
group_2707,,hypothetical protein;Type III restriction enzyme res subunit;EcoEI R protein C-terminal;Type I restriction enzyme R protein N terminus (HSDR_N),99,101,1.02020202020202,1,3630,,,,291,3513,3388.98,
group_2711,,hypothetical protein,50,50,1.0,1,3635,,,,663,663,663.0,
group_2713,,hypothetical protein;NlpC/P60 family,30,30,1.0,1,3637,,,,711,738,711.9,
group_2714,,hypothetical protein,147,147,1.0,1,3638,,,,90,303,194.54794520547944,
group_2715,,hypothetical protein,56,56,1.0,1,3639,,,,198,387,383.625,
group_2716,,hypothetical protein,84,84,1.0,1,3640,,,,291,309,292.7142857142857,
group_2719,,Putative bacterial toxin ydaT;hypothetical protein,108,108,1.0,1,3644,,,,555,555,555.0,
group_2720,,hypothetical protein,218,218,1.0,1,3645,,,,438,465,441.2477064220183,
group_2724,,STY4528 family pathogenicity island replication protein;NCBIFAM: STY4528 family pathogenicity island replication protein,93,94,1.010752688172043,1,3649,,,,507,1221,1205.106382978723,
ndvB_1~~~ndvB~~~ndvB_2,;ndvB_1;ndvB;ndvB_2,hypothetical protein;Cyclic beta-(12)-glucan synthase NdvB,41,49,1.195121951219512,1,3653,,,,159,8601,6672.375,
group_2730,,JCVI: Rz-like lysis system protein LysB;hypothetical protein,161,161,1.0,1,3656,,,,420,441,430.99378881987576,
group_2731,,Phage lysozyme;hypothetical protein,192,192,1.0,1,3657,,,,255,498,496.734375,
group_2736,,hypothetical protein;AntA/AntB antirepressor,111,112,1.009009009009009,1,3663,,,,240,810,799.3660714285714,
tssF_2~~~tssF_1~~~tssF_3,tssF_2;tssF_1;tssF_3,type VI secretion system baseplate subunit TssF,263,266,1.011406844106464,1,3666,,,,342,1761,1737.372180451128,
group_2738,,hypothetical protein,129,142,1.1007751937984496,1,3667,,,,408,1044,890.9577464788732,
group_2739,,Bacteriophage CI repressor helix-turn-helix domain;Bacteriophage CI repressor C-terminal domain;hypothetical protein,71,71,1.0,1,3668,,,,621,627,621.3380281690141,
group_2740,,hypothetical protein,21,21,1.0,1,3669,,,,267,1002,897.0,
group_2741,,Bacteriophage CI repressor C-terminal domain;hypothetical protein,28,28,1.0,1,3670,,,,633,633,633.0,
fucP_2~~~fucP_1~~~fucP_3,fucP_2;fucP_1;fucP_3,L-fucose:H+ symporter permease,1074,1080,1.005586592178771,1,3673,,,,237,1725,1319.0111420612814,Kp_02441
group_2743,,hypothetical protein;LysR substrate binding domain;LysR family transcriptional regulator,205,205,1.0,1,3674,,,,555,1035,863.8492462311558,
group_2745,,hypothetical protein,1335,1335,1.0,1,3678,,,,183,597,422.7117117117117,
group_2746,,hypothetical protein,97,97,1.0,1,3679,,,,234,273,272.5625,
pgtP~~~pgtP_1~~~pgtP_2,pgtP;pgtP_1;pgtP_2;,phosphoglycerate transporter PgtP;hypothetical protein,1369,1382,1.009495982468955,1,3685,,,,126,1422,1352.4942112879885,Kp_02455
repB_1~~~repB_2~~~repB_4~~~repB~~~repB_3,repB_1;repB_2;repB_4;repB;repB_3,RepFIB replication protein A,119,119,1.0,1,3690,,,,651,1128,955.5,
group_2757,,NCBIFAM: F-type conjugative transfer protein TrbC,78,78,1.0,1,3693,,,,2106,2106,2106.0,
citA,;citA,sensor histidine kinase;Sensor histidine kinase CitA,865,878,1.015028901734104,1,3698,,,,231,1716,1685.1815068493152,
group_2763,,hypothetical protein,19,19,1.0,1,3700,,,,147,153,149.21052631578948,
group_2766,,hypothetical protein,89,89,1.0,1,3704,,,,99,99,99.0,
group_2767,,hypothetical protein,95,95,1.0,1,3705,,,,111,336,120.375,
nitA,nitA,Aliphatic nitrilase,34,34,1.0,1,3709,,,,1002,1002,1002.0,
group_2775,,peptidase domain-containing ABC transporter,52,52,1.0,1,3714,,,,2097,2097,2097.0,
group_2777,,hypothetical protein,52,52,1.0,1,3718,,,,360,360,360.0,
group_2781,,hypothetical protein,139,139,1.0,1,3722,,,,216,354,351.0,
ramA,ramA,(R)-stereoselective amidase,40,40,1.0,1,3726,,,,1002,1002,1002.0,
group_2790,,Bacteriophage 186 Fil;hypothetical protein,196,196,1.0,1,3732,,,,120,201,200.5867346938776,
group_2791,,Phage regulatory protein CII (CP76);hypothetical protein,43,43,1.0,1,3733,,,,510,510,510.0,
mdcA_2~~~mdcA_1~~~mdcA~~~mdcA_3,;mdcA_2;mdcA_1;mdcA;mdcA_3,hypothetical protein;malonate decarboxylase subunit alpha,415,420,1.0120481927710845,1,3737,,,,216,1671,1646.8642857142856,
group_2795,,Protein of unknown function (DUF1073);hypothetical protein,70,71,1.0142857142857142,1,3739,,,,543,1452,1421.661971830986,
group_2796,,hypothetical protein,17,17,1.0,1,3740,,,,2091,2091,2091.0,
group_2798,,TIGR03761 family integrating conjugative element protein,35,35,1.0,1,3742,,,,276,612,423.7714285714285,Kp_00576
group_2800,,hypothetical protein,109,109,1.0,1,3744,,,,270,279,275.1467889908257,
group_2801,,hypothetical protein,216,216,1.0,1,3745,,,,228,342,270.2916666666667,
group_2809,,ascBF operon repressor,1106,1106,1.0,1,3755,,,,240,945,816.616847826087,Kp_00661
group_2810,,hypothetical protein;S-type Pyocin,83,86,1.036144578313253,1,3756,,,,183,1356,872.8,
group_2811,,hypothetical protein,80,80,1.0,1,3758,,,,222,222,222.0,
group_2813,,ABC transporter permease,425,426,1.002352941176471,1,3760,,,,408,1089,1085.119718309859,
group_2816,,hypothetical protein,205,205,1.0,1,3763,,,,192,216,213.24878048780488,
group_2818,,hypothetical protein,99,100,1.0101010101010102,1,3765,,,,390,753,749.37,
group_2820,,hypothetical protein,534,534,1.0,1,3767,,,,624,1593,1229.6356736242883,
group_2822,,hypothetical protein,78,78,1.0,1,3771,,,,249,504,493.7368421052632,
group_2829,,LacI family DNA-binding transcriptional regulator,1365,1366,1.0007326007326007,1,3779,,,,300,1101,1054.50878477306,Kp_02481
group_2831,,hypothetical protein,50,50,1.0,1,3782,,,,216,420,360.6,
group_2836,,ParB/Sulfiredoxin domain;hypothetical protein,57,60,1.0526315789473684,1,3788,,,,360,2001,1832.9,
group_2841,,MFS transporter;hypothetical protein,1383,1422,1.0281995661605206,1,3793,,,,105,1407,1358.710970464135,Kp_04087
group_2844,,hypothetical protein,40,40,1.0,1,3796,,,,861,861,861.0,
wbdD,;wbdD,hypothetical protein;O-antigen chain terminator bifunctional methyltransferase/kinase WbdD,51,51,1.0,1,3807,,,,1278,1434,1281.0588235294117,
group_2855,,capsule assembly Wzi family protein,59,59,1.0,1,3810,,,,495,1434,1417.5263157894738,
fimE~~~fimE_2,fimE;fimE_2;,type 1 fimbria switch DNA invertase FimE;hypothetical protein,1374,1374,1.0,1,3811,,,,135,726,604.882096069869,Kp_04058
group_2856,,malate/lactate/ureidoglycolate dehydrogenase,120,120,1.0,1,3812,,,,999,999,999.0,
group_2857,,class II aldolase/adducin family protein;Class II Aldolase and Adducin N-terminal domain,537,537,1.0,1,3813,,,,450,732,730.4664179104477,
group_2858,,hypothetical protein,48,48,1.0,1,3815,,,,552,552,552.0,
group_2859,,hypothetical protein,144,144,1.0,1,3816,,,,348,348,348.0,
clpB_2,clpB_2;,ATP-dependent chaperone ClpB;C-terminal D2-small domain of ClpB protein;hypothetical protein,494,496,1.0040485829959511,1,3820,,,,204,2850,2820.157258064516,
group_2861,,LysR family transcriptional regulator,625,629,1.0064,1,3823,,,,261,909,900.7535771065184,Kp_02042
group_2862,,hypothetical protein,62,62,1.0,1,3824,,,,213,216,213.29032258064515,
group_2864,,hypothetical protein,93,93,1.0,1,3826,,,,477,477,477.0,
chrB1~~~srpC_2~~~srpC~~~chrB1_2~~~chrA~~~srpC_1~~~chrA_1~~~srpC_3~~~chrA1,chrB1;srpC_2;srpC;;chrB1_2;chrA;srpC_1;chrA_1;srpC_3;chrA1,Protein ChrB;Probable chromate transport protein;hypothetical protein;Chromate resistance exported protein;Chromate transport protein;Chromate transporter;JCVI: chromate efflux transporter,1344,2034,1.5133928571428572,1,3828,,,,150,2301,894.4483775811209,Kp_02780
group_2866,,hypothetical protein,45,45,1.0,1,3830,,,,681,681,681.0,
group_2868,,hypothetical protein,65,65,1.0,1,3832,,,,138,627,148.86666666666667,
group_2869,,Phage portal protein lambda family;hypothetical protein,64,64,1.0,1,3833,,,,297,1686,1577.671875,
group_2871,,ABC transporter permease,104,104,1.0,1,3835,,,,681,681,681.0,
group_2875,,hypothetical protein,41,41,1.0,1,3840,,,,549,2166,2088.878048780488,
group_2887,,hypothetical protein;NCBIFAM: ISNCY family transposase,58,58,1.0,1,3853,,,,543,1341,1218.6346153846157,
group_2888,,hypothetical protein,36,36,1.0,1,3854,,,,213,216,215.91666666666663,
group_2896,,Phage major capsid protein E;hypothetical protein,64,64,1.0,1,3862,,,,1050,1050,1050.0,
group_2897,,hypothetical protein;Protein of unknown function (DUF1524);Protein of unknown function DUF262,200,203,1.015,1,3863,,,,210,1965,1919.2167487684728,
group_2900,,Regulatory phage protein cox;hypothetical protein,200,200,1.0,1,3867,,,,276,279,278.985,
group_2905,,hypothetical protein,89,89,1.0,1,3872,,,,411,411,411.0,
group_2908,,hypothetical protein,46,46,1.0,1,3875,,,,384,387,384.7826086956522,
group_2910,,hypothetical protein,49,49,1.0,1,3877,,,,522,522,522.0,
group_2915,,hypothetical protein,30,30,1.0,1,3885,,,,1098,1098,1098.0,
group_2919,,hypothetical protein;amino acid ABC transporter permease/ATP-binding protein,537,540,1.005586592178771,1,3889,,,,327,1521,1510.838888888889,
group_2920,,hypothetical protein,78,78,1.0,1,3890,,,,423,423,423.0,
tsh_2~~~tsh_1~~~hbp,;tsh_2;tsh_1;hbp,hypothetical protein;Temperature-sensitive hemagglutinin tsh autotransporter;Hemoglobin-binding protease hbp autotransporter,44,47,1.068181818181818,1,3896,,,,117,4128,3716.553191489362,
group_2928,,ATP-binding sugar transporter from pro-phage;hypothetical protein,92,92,1.0,1,3901,,,,294,333,297.8152173913044,
group_2932,,hypothetical protein,51,51,1.0,1,3906,,,,996,996,996.0,
group_2935,,hypothetical protein,130,132,1.015384615384615,1,3909,,,,243,1074,1050.0454545454545,
group_2938,,hypothetical protein;ATP-grasp in the biosynthetic pathway with Ter operon,197,197,1.0,1,3914,,,,558,1059,1032.8832487309644,
group_2939,,Restriction endonuclease,50,50,1.0,1,3915,,,,996,996,996.0,
group_2941,,hypothetical protein;Phage tail sheath protein subtilisin-like domain,64,64,1.0,1,3918,,,,1512,1518,1512.28125,
group_2942,,hypothetical protein,64,64,1.0,1,3919,,,,156,546,486.46875,
group_2943,,Lambda phage tail tube protein TTP;hypothetical protein,72,72,1.0,1,3920,,,,225,744,736.7916666666666,
group_2954,,"hypothetical protein;DEAD/DEAH box helicase;JCVI: helicase/secretion neighborhood putative DEAH-box helicase;""""",91,95,1.043956043956044,1,3935,,,,336,6321,6021.41052631579,
mrkB_1~~~mrkB_2~~~mrkB_3,mrkB_1;;mrkB_2;mrkB_3,type 3 fimbria chaperone MrkB;Pili assembly chaperone PapD C-terminal domain;molecular chaperone,332,333,1.0030120481927711,1,3942,,,,324,735,731.4487951807229,
