query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
dapA_3~~~dapA_2	573.JG24_28150	1.87e-219	605.0	COG0329@1|root,COG0329@2|Bacteria,1MWAH@1224|Proteobacteria,1S05J@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EM	Belongs to the DapA family	-	-	4.3.3.7	ko:K01714	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R10147	RC03062,RC03063	ko00000,ko00001,ko00002,ko01000	-	-	-	DHDPS
group_7237	7213.XP_004532098.1	7.26e-80	271.0	2CW4Z@1|root,2RTMZ@2759|Eukaryota,396JU@33154|Opisthokonta,3CAYD@33208|Metazoa,3DS6U@33213|Bilateria,423T7@6656|Arthropoda,3SS0U@50557|Insecta	33208|Metazoa	S	Polysaccharide pyruvyl transferase	-	-	-	-	-	-	-	-	-	-	-	-	PS_pyruv_trans
urtE_1~~~urtE_2	571.MC52_00875	1.49e-155	437.0	COG0410@1|root,COG0410@2|Bacteria,1MU4Z@1224|Proteobacteria,1RMEM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	ABC transporter ATP-binding protein	-	-	-	ko:K11963	ko02010,map02010	M00323	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4.4,3.A.1.4.5	-	-	ABC_tran
rhmD_2	573.JG24_13170	8.93e-292	796.0	COG4948@1|root,COG4948@2|Bacteria,1MYZE@1224|Proteobacteria,1RYFV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Mandelate Racemase Muconate Lactonizing	-	-	4.2.1.156,4.2.1.42,5.1.2.2	ko:K01781,ko:K20023	ko00053,ko00627,ko01120,map00053,map00627,map01120	-	R03791,R04161,R05608	RC00543,RC00998	ko00000,ko00001,ko01000	-	-	-	MR_MLE_C,MR_MLE_N
dhaL_1~~~dhaL_2	526218.Sterm_3210	6.28e-62	199.0	COG1461@1|root,COG1461@2|Bacteria,37AG8@32066|Fusobacteria	32066|Fusobacteria	S	Dihydroxyacetone kinase	-	-	2.7.1.121	ko:K05879	ko00561,ko01100,map00561,map01100	-	R01012	RC00015,RC00017	ko00000,ko00001,ko01000	-	-	-	Dak2
group_67	573.JG24_22635	1.87e-172	482.0	COG1349@1|root,COG1349@2|Bacteria,1MUJT@1224|Proteobacteria,1SZXU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional	gatR	-	-	ko:K02081,ko:K02436	-	-	-	-	ko00000,ko03000	-	-	-	DeoRC,HTH_DeoR
group_12710	911008.GLAD_00021	1.72e-38	130.0	COG3677@1|root,COG3677@2|Bacteria,1RIB2@1224|Proteobacteria,1S61N@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	cog cog3677	-	-	-	-	-	-	-	-	-	-	-	-	HTH_Tnp_IS1,Zn_Tnp_IS1
group_7414	1115515.EV102420_11_00520	2.36e-42	139.0	2EK1Q@1|root,33DS6@2|Bacteria,1NGTR@1224|Proteobacteria,1SI4J@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Domain of unknown function (DUF4224)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4224
fucR_2~~~ydjF	500640.CIT292_07486	9.5e-167	469.0	COG1349@1|root,COG1349@2|Bacteria,1R7X3@1224|Proteobacteria,1S09E@1236|Gammaproteobacteria,3WXX3@544|Citrobacter	1236|Gammaproteobacteria	K	DeoR C terminal sensor domain	ydjF	-	-	-	-	-	-	-	-	-	-	-	DeoRC,HTH_DeoR
group_7466	573.JG24_25920	1.73e-64	197.0	COG3414@1|root,COG3414@2|Bacteria,1RKCJ@1224|Proteobacteria,1S6R0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Phosphotransferase system, lactose cellobiose-specific IIB subunit	ptxB	-	2.7.1.194	ko:K02822	ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060	M00283,M00550	R07671	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.7.1	-	-	PTS_IIB
group_642	665029.EAMY_0090	6.24e-91	281.0	COG0463@1|root,COG0463@2|Bacteria,1R4XG@1224|Proteobacteria,1RZPV@1236|Gammaproteobacteria,3X5RA@551|Erwinia	1236|Gammaproteobacteria	M	Glycosyltransferase like family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
group_7580	1358423.N180_00730	8.26e-71	227.0	COG2327@1|root,COG2327@2|Bacteria,4NEU1@976|Bacteroidetes	976|Bacteroidetes	S	Polysaccharide pyruvyl transferase	-	-	-	-	-	-	-	-	-	-	-	-	PS_pyruv_trans
rpiB	573.JG24_08365	5.72e-104	300.0	COG0698@1|root,COG0698@2|Bacteria,1RHBF@1224|Proteobacteria,1S58E@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Ribose 5-phosphate isomerase	rpiB	-	5.3.1.34,5.3.1.6	ko:K01808,ko:K21911	ko00030,ko00051,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00051,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01056,R09030	RC00376,RC00434	ko00000,ko00001,ko00002,ko01000	-	-	-	LacAB_rpiB
group_7619	573.JG24_22580	2.65e-183	511.0	COG1349@1|root,COG1349@2|Bacteria,1R3QU@1224|Proteobacteria,1S1NZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional	-	-	-	-	-	-	-	-	-	-	-	-	DeoRC,HTH_DeoR
group_1013	573.JG24_24650	9.83e-106	305.0	COG2731@1|root,COG2731@2|Bacteria,1RBKM@1224|Proteobacteria,1S4YJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Domain of unknown function (DUF386)	yiaL	-	-	-	-	-	-	-	-	-	-	-	DUF386
group_7725	573.JG24_01910	1.78e-202	560.0	COG0745@1|root,COG0745@2|Bacteria,1N6V8@1224|Proteobacteria,1SK72@1236|Gammaproteobacteria	1236|Gammaproteobacteria	KT	BetR domain	-	-	-	-	-	-	-	-	-	-	-	-	BetR,Response_reg
aroQ_2~~~aroQ_1	1115515.EV102420_09_02270	6.99e-99	287.0	COG0757@1|root,COG0757@2|Bacteria,1RDDT@1224|Proteobacteria,1S3PX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Catalyzes a trans-dehydration via an enolate intermediate	aroQ	-	4.2.1.10	ko:K03786	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03084	RC00848	ko00000,ko00001,ko00002,ko01000	-	-	-	DHquinase_II
oxyR_2	1115515.EV102420_09_02250	4.95e-220	608.0	COG0583@1|root,COG0583@2|Bacteria,1MU8N@1224|Proteobacteria,1RRVV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	yvbU	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
group_7740	1028307.EAE_03035	1.06e-185	516.0	COG1414@1|root,COG1414@2|Bacteria,1MYZS@1224|Proteobacteria,1RQAE@1236|Gammaproteobacteria,3X3GH@547|Enterobacter	1236|Gammaproteobacteria	K	helix_turn_helix isocitrate lyase regulation	pcaR	-	-	-	-	-	-	-	-	-	-	-	HTH_IclR,IclR
group_7749	1028307.EAE_02435	2.69e-82	247.0	COG3539@1|root,COG3539@2|Bacteria,1NCUV@1224|Proteobacteria,1SDP0@1236|Gammaproteobacteria,3X2U3@547|Enterobacter	1236|Gammaproteobacteria	NU	Fimbrial protein	-	-	-	ko:K07349	-	-	-	-	ko00000,ko02035,ko02044	-	-	-	Fimbrial
hspA_1~~~hspA_2	1006000.GKAS_04405	7.81e-102	295.0	COG0071@1|root,COG0071@2|Bacteria,1N7C7@1224|Proteobacteria,1S607@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Belongs to the small heat shock protein (HSP20) family	hspA	-	-	ko:K13993	ko04141,map04141	-	-	-	ko00000,ko00001,ko03110	-	-	-	HSP20
group_7842	573.JG24_10155	7.72e-115	331.0	COG1309@1|root,COG1309@2|Bacteria,1PXRI@1224|Proteobacteria,1T1ER@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Bacterial regulatory proteins, tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
citD_1~~~citD_2	667121.ET1_23_00280	9.47e-32	114.0	COG3052@1|root,COG3052@2|Bacteria,1N20F@1224|Proteobacteria,1S98D@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Covalent carrier of the coenzyme of citrate lyase	citD	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464,GO:0048037,GO:0051192	-	ko:K01646	ko02020,map02020	-	R00362	RC00067,RC01118	ko00000,ko00001	-	-	iECABU_c1320.ECABU_c06690,iECED1_1282.ECED1_0614	ACP
ascB_4~~~ascB_2~~~ascB_7~~~ascB_3~~~ascB_1	399742.Ent638_2739	4.91e-262	726.0	COG2723@1|root,COG2723@2|Bacteria,1MWG6@1224|Proteobacteria,1RMM2@1236|Gammaproteobacteria,3X0JK@547|Enterobacter	1236|Gammaproteobacteria	G	Belongs to the glycosyl hydrolase 1 family	bglB	GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0008422,GO:0008706,GO:0015926,GO:0016787,GO:0016798,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901135,GO:1901657	3.2.1.21,3.2.1.86	ko:K01223,ko:K05350	ko00010,ko00460,ko00500,ko00940,ko01100,ko01110,map00010,map00460,map00500,map00940,map01100,map01110	-	R00026,R00839,R02558,R02887,R02985,R03527,R04949,R04998,R05133,R05134,R10035,R10039,R10040	RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248	ko00000,ko00001,ko01000	-	GT1	-	Glyco_hydro_1
group_7984	220341.16506053	1.01e-48	156.0	28XEE@1|root,2ZJC5@2|Bacteria,1PAZS@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_7983	220341.16506055	9.3e-53	166.0	2EF6I@1|root,338ZM@2|Bacteria,1NDWU@1224|Proteobacteria,1SECP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_8075	573.JG24_10125	3.98e-29	105.0	2E4GN@1|root,32ZBU@2|Bacteria,1N77S@1224|Proteobacteria,1SHQZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1471)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1471
ghrB_2	1388763.O165_024050	6.72e-242	664.0	COG1052@1|root,COG1052@2|Bacteria,1MU2D@1224|Proteobacteria,1RMGZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	CH	Catalyzes the NADPH-dependent reduction of glyoxylate and hydroxypyruvate into glycolate and glycerate, respectively	-	-	1.20.1.1	ko:K18916	-	-	-	-	ko00000,ko01000	-	-	-	2-Hacid_dh,2-Hacid_dh_C
group_8143	273526.SMDB11_2408	4.47e-79	239.0	2EHS4@1|root,33BHV@2|Bacteria,1NZ3Z@1224|Proteobacteria,1SQWB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_8202	1006000.GKAS_03510	2.15e-254	716.0	COG0768@1|root,COG0768@2|Bacteria,1MUNY@1224|Proteobacteria,1RYZZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Catalyzes cross-linking of the peptidoglycan cell wall at the division septum	-	-	3.4.16.4	ko:K03587	ko00550,ko01501,map00550,map01501	-	-	-	ko00000,ko00001,ko01000,ko01011,ko03036	-	-	-	PBP_dimer,Transpeptidase
potD_1	891974.E05_05440	9.23e-227	626.0	COG0687@1|root,COG0687@2|Bacteria	2|Bacteria	E	Required for the activity of the bacterial periplasmic transport system of putrescine	-	-	-	ko:K02055	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	SBP_bac_6,SBP_bac_8
group_8225	573.JG24_23065	2.78e-39	141.0	COG1767@1|root,COG1767@2|Bacteria,1R887@1224|Proteobacteria,1RZD2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	triphosphoribosyl-dephospho-CoA synthase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
group_8226	1214065.BAGV01000015_gene2371	3.08e-55	181.0	COG3707@1|root,COG3707@2|Bacteria,1RD4V@1224|Proteobacteria,1SAHJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	antiterminator output domain	amiR	-	-	-	-	-	-	-	-	-	-	-	ANTAR
group_8232	571.MC52_00550	2.93e-298	814.0	COG0477@1|root,COG2814@2|Bacteria,1MWKH@1224|Proteobacteria,1RNW6@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EGP	Major facilitator superfamily	naiP	GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0022857,GO:0034220,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656,GO:1903825,GO:1905039	-	-	-	-	-	-	-	-	-	-	MFS_1,Sugar_tr
ribN	1225184.ALXE01000039_gene3070	2.05e-166	471.0	COG0697@1|root,COG0697@2|Bacteria,1MZXM@1224|Proteobacteria,1RZS7@1236|Gammaproteobacteria,3W2TA@53335|Pantoea	1236|Gammaproteobacteria	EG	EamA-like transporter family	-	-	-	-	-	-	-	-	-	-	-	-	EamA
tdh_2~~~tdh_1~~~tdh_3	500640.CIT292_07490	6.1e-255	698.0	COG1063@1|root,COG1063@2|Bacteria,1MV9A@1224|Proteobacteria,1RMNY@1236|Gammaproteobacteria,3WX9E@544|Citrobacter	1236|Gammaproteobacteria	C	Alcohol dehydrogenase GroES-like domain	ydjJ	-	1.1.1.14,1.1.1.303,1.1.1.4,1.1.1.9	ko:K00004,ko:K00008,ko:K05351	ko00040,ko00051,ko00650,ko01100,map00040,map00051,map00650,map01100	M00014	R00875,R01896,R02855,R02946,R10504	RC00085,RC00102,RC00205,RC00525	ko00000,ko00001,ko00002,ko01000	-	-	-	ADH_N,ADH_zinc_N
group_8265	571.MC52_29310	0.0	891.0	COG0477@1|root,COG2814@2|Bacteria,1MVKJ@1224|Proteobacteria,1RMHJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	-	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K02100,ko:K03444,ko:K05548,ko:K06609,ko:K08137	-	-	-	-	ko00000,ko02000	2.A.1.1,2.A.1.1.1,2.A.1.1.2,2.A.1.1.26,2.A.1.15	-	-	MFS_1,Sugar_tr
group_8266	573.JG24_07535	1.35e-189	525.0	COG5285@1|root,COG5285@2|Bacteria,1QRDD@1224|Proteobacteria,1RQ6U@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Q	Protein involved in biosynthesis of mitomycin antibiotics polyketide fumonisin	-	-	-	-	-	-	-	-	-	-	-	-	PhyH
ptxB~~~phnD_2	396588.Tgr7_0913	1.28e-194	541.0	COG3221@1|root,COG3221@2|Bacteria,1MWFF@1224|Proteobacteria,1SXBH@1236|Gammaproteobacteria,1X0WD@135613|Chromatiales	135613|Chromatiales	P	ABC transporter, phosphonate, periplasmic substrate-binding protein	-	-	-	ko:K02044	ko02010,map02010	M00223	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.9	-	-	Phosphonate-bd
group_8352	371042.NG99_03080	5.37e-85	275.0	COG3501@1|root,COG4253@1|root,COG3501@2|Bacteria,COG4253@2|Bacteria,1MU7Q@1224|Proteobacteria,1RN6G@1236|Gammaproteobacteria,3X6ZV@551|Erwinia	1236|Gammaproteobacteria	S	Type IV secretion protein Rhs	-	-	-	ko:K11904	ko03070,map03070	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	DUF2345,Phage_GPD,T6SS_Vgr
group_8398	1453496.AT03_10510	1.71e-133	385.0	COG1123@1|root,COG1123@2|Bacteria,1QBR5@1224|Proteobacteria,1RSXI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	abc transporter atp-binding protein	yntD	-	-	ko:K02031	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran
group_8399	1453496.AT03_10520	3.31e-194	543.0	COG0601@1|root,COG0601@2|Bacteria,1NCNE@1224|Proteobacteria,1RS3T@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	COG0601 ABC-type dipeptide oligopeptide nickel transport systems, permease components	gsiC	-	-	ko:K02033	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
group_8406	343509.SG2425	8.08e-157	442.0	COG3715@1|root,COG3715@2|Bacteria,1PGQK@1224|Proteobacteria,1RS3P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	PTS sorbose transporter subunit IIC	-	-	-	ko:K17466	ko00030,ko01120,ko02060,map00030,map01120,map02060	M00610	R10407	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.6.1.17	-	-	EII-Sor
pxpA_2	1224318.DT73_18335	2.88e-172	482.0	COG1540@1|root,COG1540@2|Bacteria,1MUYV@1224|Proteobacteria,1RSCZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Belongs to the UPF0271 (lamB) family	ybgL	-	-	ko:K07160	-	-	-	-	ko00000	-	-	-	LamB_YcsF
group_8460	1224318.DT73_18345	0.0	1023.0	COG1984@1|root,COG2049@1|root,COG1984@2|Bacteria,COG2049@2|Bacteria,1MU9H@1224|Proteobacteria,1RR39@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Allophanate hydrolase subunit 2	-	-	-	-	-	-	-	-	-	-	-	-	CT_A_B,CT_C_D
ybtE_2~~~ybtE~~~ybtE_1	214092.YPO1907	0.0	1031.0	COG1021@1|root,COG1021@2|Bacteria,1NSN8@1224|Proteobacteria,1RP8K@1236|Gammaproteobacteria,41EEY@629|Yersinia	1236|Gammaproteobacteria	Q	AMP-binding enzyme C-terminal domain	irp5	-	2.7.7.58,6.3.2.14	ko:K02363,ko:K04783	ko01053,ko01110,ko01130,map01053,map01110,map01130	-	R07644	RC00162,RC03046	ko00000,ko00001,ko01000,ko01008	-	-	-	AMP-binding,AMP-binding_C,Chorismate_bind
pld1	1028307.EAE_12040	1.93e-241	663.0	COG0667@1|root,COG0667@2|Bacteria,1MWGQ@1224|Proteobacteria,1RQ4H@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Aldo Keto reductase	pld1	-	1.1.1.122	ko:K00064	ko00051,ko00053,ko01100,ko01110,ko01120,map00051,map00053,map01100,map01110,map01120	M00114	R07675,R08926	RC00066,RC00161	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldo_ket_red
group_8590	35703.DQ02_02475	1.05e-121	348.0	COG1954@1|root,COG1954@2|Bacteria,1R7RN@1224|Proteobacteria,1RQJJ@1236|Gammaproteobacteria,3WZ8N@544|Citrobacter	1236|Gammaproteobacteria	K	Glycerol-3-phosphate responsive antiterminator	-	-	-	ko:K02443	-	-	-	-	ko00000,ko03000	-	-	-	G3P_antiterm
group_8758	1441930.Z042_20555	2.2e-50	167.0	COG3539@1|root,COG3539@2|Bacteria,1QGPN@1224|Proteobacteria,1TE4S@1236|Gammaproteobacteria,405E2@613|Serratia	1236|Gammaproteobacteria	NU	Fimbrial protein	-	-	-	-	-	-	-	-	-	-	-	-	Fimbrial
group_8832	754331.AEME01000001_gene3972	8.96e-218	607.0	2C377@1|root,2Z7II@2|Bacteria,1NNYY@1224|Proteobacteria,1RMDR@1236|Gammaproteobacteria,3XQST@561|Escherichia	1236|Gammaproteobacteria	S	P22 coat protein - gene protein 5	-	-	-	-	-	-	-	-	-	-	-	-	P22_CoatProtein
group_4279	573.JG24_17035	1.24e-235	649.0	COG0601@1|root,COG0601@2|Bacteria,1MU8Z@1224|Proteobacteria,1RNAW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Binding-protein-dependent transport systems inner membrane component	dppB_1	-	-	ko:K02033	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
group_8868	754331.AEME01000001_gene1939	6.65e-276	756.0	COG0582@1|root,COG0582@2|Bacteria,1MU23@1224|Proteobacteria,1RMJ1@1236|Gammaproteobacteria,3XN9B@561|Escherichia	1236|Gammaproteobacteria	L	Belongs to the 'phage' integrase family	intS	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_3,Phage_integrase
group_8929	592316.Pat9b_0396	4.59e-135	385.0	COG0765@1|root,COG0765@2|Bacteria,1MVVZ@1224|Proteobacteria,1RZWG@1236|Gammaproteobacteria,3VZXE@53335|Pantoea	1236|Gammaproteobacteria	P	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02029	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
group_4551	155864.EDL933_3928	4.03e-117	339.0	2DMV2@1|root,32TV5@2|Bacteria,1RCB3@1224|Proteobacteria,1SAZU@1236|Gammaproteobacteria,3XQ93@561|Escherichia	1236|Gammaproteobacteria	S	CRISPR_assoc	cas6e	-	-	ko:K19126	-	-	-	-	ko00000,ko02048	-	-	-	CRISPR_assoc
group_8990	220341.16506042	7.05e-62	192.0	294A5@1|root,2ZRQD@2|Bacteria,1PANV@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_4632	90371.CY43_03165	6.76e-89	263.0	COG3444@1|root,COG3444@2|Bacteria,1R4ZY@1224|Proteobacteria,1S1GV@1236|Gammaproteobacteria,3ZKZJ@590|Salmonella	1236|Gammaproteobacteria	G	PTS system sorbose subfamily IIB component	-	-	2.7.1.191	ko:K02794	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.6.1	-	-	PTSIIB_sorb
group_4636	1197719.A464_546	1.16e-180	505.0	COG3716@1|root,COG3716@2|Bacteria,1R8CG@1224|Proteobacteria,1RVTC@1236|Gammaproteobacteria,3ZK66@590|Salmonella	1236|Gammaproteobacteria	G	PTS system mannose/fructose/sorbose family IID component	-	-	-	ko:K02796,ko:K19509	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276,M00764	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.6.1,4.A.6.1.19	-	-	EIID-AGA
group_9103	220341.16501611	5.39e-222	623.0	COG3539@1|root,COG3539@2|Bacteria,1PAZ3@1224|Proteobacteria,1RRDN@1236|Gammaproteobacteria,3ZMSW@590|Salmonella	1236|Gammaproteobacteria	NU	Fimbrial protein	stbD	-	-	-	-	-	-	-	-	-	-	-	Fimbrial
group_9142	561229.Dd1591_3966	3.1e-36	127.0	COG2149@1|root,COG2149@2|Bacteria,1REUC@1224|Proteobacteria,1S618@1236|Gammaproteobacteria,2JEAT@204037|Dickeya	1236|Gammaproteobacteria	S	Domain of unknown function (DUF202)	-	-	-	ko:K00389	-	-	-	-	ko00000	-	-	-	DUF202
group_9171	571.MC52_11120	0.0	1295.0	COG2304@1|root,COG2304@2|Bacteria,1MXU0@1224|Proteobacteria,1RZHF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	serine threonine protein kinase	ppkA	-	2.7.11.1	ko:K11912	ko02025,ko03070,map02025,map03070	-	-	-	ko00000,ko00001,ko01000,ko01001,ko02044	-	-	-	VWA,VWA_2
group_9185	592316.Pat9b_1920	0.0	875.0	COG0765@1|root,COG1126@1|root,COG0765@2|Bacteria,COG1126@2|Bacteria,1MU9Q@1224|Proteobacteria,1RMX1@1236|Gammaproteobacteria,3W06R@53335|Pantoea	1236|Gammaproteobacteria	P	Amino Acid	-	-	3.6.3.21	ko:K02028,ko:K02029,ko:K09972,ko:K10004,ko:K10010,ko:K10038	ko02010,ko02020,map02010,map02020	M00227,M00230,M00232,M00234,M00236	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.3,3.A.1.3.10,3.A.1.3.14,3.A.1.3.17,3.A.1.3.18,3.A.1.3.19,3.A.1.3.2,3.A.1.3.4,3.A.1.3.7,3.A.1.3.8	-	-	ABC_tran,BPD_transp_1
group_5070	1028307.EAE_03175	7.13e-277	759.0	COG4214@1|root,COG4214@2|Bacteria,1MXXS@1224|Proteobacteria,1RNWF@1236|Gammaproteobacteria,3X1QH@547|Enterobacter	1224|Proteobacteria	P	Belongs to the binding-protein-dependent transport system permease family	-	-	-	ko:K10544	ko02010,map02010	M00215	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2.4	-	-	BPD_transp_2
group_5084	573.JG24_01975	1.64e-300	822.0	28KP9@1|root,2ZA7E@2|Bacteria,1R7K8@1224|Proteobacteria,1RRJ6@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Bacterial conjugation TrbI-like protein	-	-	-	ko:K12209	-	-	-	-	ko00000,ko02044	3.A.7.9.1	-	-	TrbI
group_5280	573.JG24_19395	1.42e-175	491.0	COG0834@1|root,COG0834@2|Bacteria,1R8FH@1224|Proteobacteria,1RR6C@1236|Gammaproteobacteria	1236|Gammaproteobacteria	ET	Amino acid ABC transporter substrate-binding protein	-	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
group_9402	1006000.GKAS_04402	2.27e-131	375.0	COG3247@1|root,COG3247@2|Bacteria,1RH69@1224|Proteobacteria,1S12A@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Short repeat of unknown function (DUF308)	-	-	-	-	-	-	-	-	-	-	-	-	DUF308
group_9468	571.MC52_15630	5.13e-129	369.0	COG2771@1|root,COG2771@2|Bacteria,1RFRZ@1224|Proteobacteria,1S57R@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	regulation of nucleic acid-templated transcription	-	-	-	-	-	-	-	-	-	-	-	-	GerE
ecpD_2~~~ecpD_1~~~ecpD_3	571.MC52_15640	0.0	1058.0	28J32@1|root,2Z8ZC@2|Bacteria,1R4XB@1224|Proteobacteria,1RNFY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Part of the ecpRABCDE operon, which encodes the E.coli common pilus (ECP). ECP is found in both commensal and pathogenic strains and plays a dual role in early-stage biofilm development and host cell recognition. Tip pilus adhesin, which is required for assembly of EcpA into fibers (By similarity)	-	-	-	ko:K21967	-	-	-	-	ko00000,ko02044	-	-	-	-
group_25786	663321.REG_0988	1.94e-17	75.9	COG3311@1|root,COG3311@2|Bacteria,1NGB9@1224|Proteobacteria,1SCF2@1236|Gammaproteobacteria,283KQ@191675|unclassified Enterobacteriaceae	1236|Gammaproteobacteria	K	Transcriptional regulator	alpA	-	-	ko:K07733	-	-	-	-	ko00000,ko03000	-	-	-	Phage_AlpA
group_9506	29486.NJ56_16850	5.39e-124	360.0	2E11H@1|root,32WHD@2|Bacteria,1N5WC@1224|Proteobacteria,1SMJA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
